system.mem_ctrls.bw_inst_read::cpu0.inst,1381,,# Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::total,1381,,# Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_write::writebacks,76387,,# Write bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_write::total,76387,,# Write bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_total::writebacks,76387,,# Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu0.inst,1381,,# Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu0.data,1542780,,# Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::total,1620548,,# Total bandwidth to/from this memory (bytes/s)
system.pwrStateResidencyTicks::UNDEFINED,40498736279500,,# Cumulative time (in ticks) in various power states
system.cpu_voltage_domain.voltage,1,,# Voltage in Volts
system.cpu_clk_domain.clock,500,,# Clock period in ticks
system.cpu0.dtb.walker.pwrStateResidencyTicks::UNDEFINED,40498736279500,,# Cumulative time (in ticks) in various power states
system.cpu0.dtb.rdAccesses,11461623462,,# TLB accesses on read requests
system.cpu0.dtb.wrAccesses,2973804875,,# TLB accesses on write requests
system.cpu0.dtb.rdMisses,14866,,# TLB misses on read requests
system.cpu0.dtb.wrMisses,486,,# TLB misses on write requests
system.cpu0.apic_clk_domain.clock,8000,,# Clock period in ticks
system.cpu0.interrupts.pwrStateResidencyTicks::UNDEFINED,40498736279500,,# Cumulative time (in ticks) in various power states
system.cpu0.itb.walker.pwrStateResidencyTicks::UNDEFINED,40498736279500,,# Cumulative time (in ticks) in various power states
system.cpu0.itb.rdAccesses,0,,# TLB accesses on read requests
system.cpu0.itb.wrAccesses,25995074736,,# TLB accesses on write requests
system.cpu0.itb.rdMisses,0,,# TLB misses on read requests
system.cpu0.itb.wrMisses,96,,# TLB misses on write requests
system.cpu0.workload.numSyscalls,19,,# Number of system calls
system.cpu0.pwrStateResidencyTicks::ON,40498736279500,,# Cumulative time (in ticks) in various power states
system.cpu0.numCycles,80997472559,,# number of cpu cycles simulated
system.cpu0.numWorkItemsStarted,0,,# number of work items this cpu started
system.cpu0.numWorkItemsCompleted,0,,# number of work items this cpu completed
system.cpu0.committedInsts,19624618187,,# Number of instructions committed
system.cpu0.committedOps,31564301085,,# Number of ops (including micro ops) committed
system.cpu0.num_int_alu_accesses,30509186747,,# Number of integer alu accesses
system.cpu0.num_fp_alu_accesses,1899105913,,# Number of float alu accesses
system.cpu0.num_vec_alu_accesses,0,,# Number of vector alu accesses
system.cpu0.num_func_calls,632494166,,# number of times a function call or return occured
system.cpu0.num_conditional_control_insts,1497803313,,# number of instructions that are conditional controls
system.cpu0.num_int_insts,30509186747,,# number of integer instructions
system.cpu0.num_fp_insts,1899105913,,# number of float instructions
system.cpu0.num_vec_insts,0,,# number of vector instructions
system.cpu0.num_int_register_reads,73993905774,,# number of times the integer registers were read
system.cpu0.num_int_register_writes,25709909868,,# number of times the integer registers were written
system.cpu0.num_fp_register_reads,1372044978,,# number of times the floating registers were read
system.cpu0.num_fp_register_writes,1582379731,,# number of times the floating registers were written
system.cpu0.num_vec_register_reads,0,,# number of times the vector registers were read
system.cpu0.num_vec_register_writes,0,,# number of times the vector registers were written
system.cpu0.num_cc_register_reads,7805756660,,# number of times the CC registers were read
system.cpu0.num_cc_register_writes,7973934185,,# number of times the CC registers were written
system.cpu0.num_mem_refs,14435428307,,# number of memory refs
system.cpu0.num_load_insts,11461623439,,# Number of load instructions
system.cpu0.num_store_insts,2973804868,,# Number of store instructions
system.cpu0.num_idle_cycles,0,,# Number of idle cycles
system.cpu0.num_busy_cycles,80997472559,,# Number of busy cycles
system.cpu0.not_idle_fraction,1,,# Percentage of non-idle cycles
system.cpu0.idle_fraction,0,,# Percentage of idle cycles
system.cpu0.Branches,2246943298,,# Number of branches fetched
system.cpu0.op_class::No_OpClass,366,0.00%,0.00%,,# Class of executed instruction
system.cpu0.op_class::IntAlu,15335852299,48.59%,48.59%,,# Class of executed instruction
system.cpu0.op_class::IntMult,948736814,3.01%,51.59%,,# Class of executed instruction
system.cpu0.op_class::IntDiv,35,0.00%,51.59%,,# Class of executed instruction
system.cpu0.op_class::FloatAdd,844283264,2.67%,54.27%,,# Class of executed instruction
system.cpu0.op_class::FloatCmp,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::FloatCvt,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::FloatMult,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::FloatMultAcc,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::FloatDiv,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::FloatMisc,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::FloatSqrt,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdAdd,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdAddAcc,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdAlu,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdCmp,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdCvt,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdMisc,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdMult,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdMultAcc,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdShift,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdShiftAcc,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdSqrt,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdFloatAdd,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdFloatAlu,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdFloatCmp,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdFloatCvt,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdFloatDiv,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdFloatMisc,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdFloatMult,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdFloatMultAcc,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::SimdFloatSqrt,0,0.00%,54.27%,,# Class of executed instruction
system.cpu0.op_class::MemRead,10934357628,34.64%,88.91%,,# Class of executed instruction
system.cpu0.op_class::MemWrite,2657078942,8.42%,97.33%,,# Class of executed instruction
system.cpu0.op_class::FloatMemRead,527265811,1.67%,99.00%,,# Class of executed instruction
system.cpu0.op_class::FloatMemWrite,316725926,1.00%,100.00%,,# Class of executed instruction
system.cpu0.op_class::IprAccess,0,0.00%,100.00%,,# Class of executed instruction
system.cpu0.op_class::InstPrefetch,0,0.00%,100.00%,,# Class of executed instruction
system.cpu0.op_class::total,31564301085,,# Class of executed instruction
system.cpu0.dcache.tags.pwrStateResidencyTicks::UNDEFINED,40498736279500,,# Cumulative time (in ticks) in various power states
system.cpu0.dcache.tags.replacements,1469199,,# number of replacements
system.cpu0.dcache.tags.tagsinuse,511.998665,,# Cycle average of tags in use
system.cpu0.dcache.tags.total_refs,10138991330,,# Total number of references to valid blocks.
system.cpu0.dcache.tags.sampled_refs,1469711,,# Sample count of references to valid blocks.
system.cpu0.dcache.tags.avg_refs,6898.629275,,# Average number of references to valid blocks.
system.cpu0.dcache.tags.warmup_cycle,131500,,# Cycle when the warmup percentage was hit.
system.cpu0.dcache.tags.occ_blocks::cpu0.data,511.998665,,# Average occupied blocks per requestor
system.cpu0.dcache.tags.occ_percent::cpu0.data,0.999997,,# Average percentage of cache occupancy
system.cpu0.dcache.tags.occ_percent::total,0.999997,,# Average percentage of cache occupancy
system.cpu0.dcache.tags.occ_task_id_blocks::1024,512,,# Occupied blocks per task id
system.cpu0.dcache.tags.age_task_id_blocks_1024::0,49,,# Occupied blocks per task id
system.cpu0.dcache.tags.age_task_id_blocks_1024::1,34,,# Occupied blocks per task id
system.cpu0.dcache.tags.age_task_id_blocks_1024::2,19,,# Occupied blocks per task id
system.cpu0.dcache.tags.age_task_id_blocks_1024::3,240,,# Occupied blocks per task id
system.cpu0.dcache.tags.age_task_id_blocks_1024::4,170,,# Occupied blocks per task id
system.cpu0.dcache.tags.occ_task_id_percent::1024,1,,# Percentage of cache occupancy per task id
system.cpu0.dcache.tags.tag_accesses,28872326385,,# Number of tag accesses
system.cpu0.dcache.tags.data_accesses,28872326385,,# Number of data accesses
system.cpu0.dcache.pwrStateResidencyTicks::UNDEFINED,40498736279500,,# Cumulative time (in ticks) in various power states
system.cpu0.dcache.ReadReq_hits::cpu0.data,11460184031,,# number of ReadReq hits
system.cpu0.dcache.ReadReq_hits::total,11460184031,,# number of ReadReq hits
system.cpu0.dcache.WriteReq_hits::cpu0.data,2973774595,,# number of WriteReq hits
system.cpu0.dcache.WriteReq_hits::total,2973774595,,# number of WriteReq hits
system.cpu0.dcache.demand_hits::cpu0.data,14433958626,,# number of demand (read+write) hits
system.cpu0.dcache.demand_hits::total,14433958626,,# number of demand (read+write) hits
system.cpu0.dcache.overall_hits::cpu0.data,14433958626,,# number of overall hits
system.cpu0.dcache.overall_hits::total,14433958626,,# number of overall hits
system.cpu0.dcache.ReadReq_misses::cpu0.data,1439431,,# number of ReadReq misses
system.cpu0.dcache.ReadReq_misses::total,1439431,,# number of ReadReq misses
system.cpu0.dcache.WriteReq_misses::cpu0.data,30280,,# number of WriteReq misses
system.cpu0.dcache.WriteReq_misses::total,30280,,# number of WriteReq misses
system.cpu0.dcache.demand_misses::cpu0.data,1469711,,# number of demand (read+write) misses
system.cpu0.dcache.demand_misses::total,1469711,,# number of demand (read+write) misses
system.cpu0.dcache.overall_misses::cpu0.data,1469711,,# number of overall misses
system.cpu0.dcache.overall_misses::total,1469711,,# number of overall misses
system.cpu0.dcache.ReadReq_miss_latency::cpu0.data,67565934000,,# number of ReadReq miss cycles
system.cpu0.dcache.ReadReq_miss_latency::total,67565934000,,# number of ReadReq miss cycles
system.cpu0.dcache.WriteReq_miss_latency::cpu0.data,2078636000,,# number of WriteReq miss cycles
system.cpu0.dcache.WriteReq_miss_latency::total,2078636000,,# number of WriteReq miss cycles
system.cpu0.dcache.demand_miss_latency::cpu0.data,69644570000,,# number of demand (read+write) miss cycles
system.cpu0.dcache.demand_miss_latency::total,69644570000,,# number of demand (read+write) miss cycles
system.cpu0.dcache.overall_miss_latency::cpu0.data,69644570000,,# number of overall miss cycles
system.cpu0.dcache.overall_miss_latency::total,69644570000,,# number of overall miss cycles
system.cpu0.dcache.ReadReq_accesses::cpu0.data,11461623462,,# number of ReadReq accesses(hits+misses)
system.cpu0.dcache.ReadReq_accesses::total,11461623462,,# number of ReadReq accesses(hits+misses)
system.cpu0.dcache.WriteReq_accesses::cpu0.data,2973804875,,# number of WriteReq accesses(hits+misses)
system.cpu0.dcache.WriteReq_accesses::total,2973804875,,# number of WriteReq accesses(hits+misses)
system.cpu0.dcache.demand_accesses::cpu0.data,14435428337,,# number of demand (read+write) accesses
system.cpu0.dcache.demand_accesses::total,14435428337,,# number of demand (read+write) accesses
system.cpu0.dcache.overall_accesses::cpu0.data,14435428337,,# number of overall (read+write) accesses
system.cpu0.dcache.overall_accesses::total,14435428337,,# number of overall (read+write) accesses
system.cpu0.dcache.ReadReq_miss_rate::cpu0.data,0.000126,,# miss rate for ReadReq accesses
system.cpu0.dcache.ReadReq_miss_rate::total,0.000126,,# miss rate for ReadReq accesses
system.cpu0.dcache.WriteReq_miss_rate::cpu0.data,0.000010,,# miss rate for WriteReq accesses
system.cpu0.dcache.WriteReq_miss_rate::total,0.000010,,# miss rate for WriteReq accesses
system.cpu0.dcache.demand_miss_rate::cpu0.data,0.000102,,# miss rate for demand accesses
system.cpu0.dcache.demand_miss_rate::total,0.000102,,# miss rate for demand accesses
system.cpu0.dcache.overall_miss_rate::cpu0.data,0.000102,,# miss rate for overall accesses
system.cpu0.dcache.overall_miss_rate::total,0.000102,,# miss rate for overall accesses
system.cpu0.dcache.ReadReq_avg_miss_latency::cpu0.data,46939.335057,,# average ReadReq miss latency
system.cpu0.dcache.ReadReq_avg_miss_latency::total,46939.335057,,# average ReadReq miss latency
system.cpu0.dcache.WriteReq_avg_miss_latency::cpu0.data,68647.159841,,# average WriteReq miss latency
system.cpu0.dcache.WriteReq_avg_miss_latency::total,68647.159841,,# average WriteReq miss latency
system.cpu0.dcache.demand_avg_miss_latency::cpu0.data,47386.574640,,# average overall miss latency
system.cpu0.dcache.demand_avg_miss_latency::total,47386.574640,,# average overall miss latency
system.cpu0.dcache.overall_avg_miss_latency::cpu0.data,47386.574640,,# average overall miss latency
system.cpu0.dcache.overall_avg_miss_latency::total,47386.574640,,# average overall miss latency
system.cpu0.dcache.blocked_cycles::no_mshrs,0,,# number of cycles access was blocked
system.cpu0.dcache.blocked_cycles::no_targets,0,,# number of cycles access was blocked
system.cpu0.dcache.blocked::no_mshrs,0,,# number of cycles access was blocked
system.cpu0.dcache.blocked::no_targets,0,,# number of cycles access was blocked
system.cpu0.dcache.avg_blocked_cycles::no_mshrs,nan,,# average number of cycles each access was blocked
system.cpu0.dcache.avg_blocked_cycles::no_targets,nan,,# average number of cycles each access was blocked
system.cpu0.dcache.writebacks::writebacks,66549,,# number of writebacks
system.cpu0.dcache.writebacks::total,66549,,# number of writebacks
system.cpu0.dcache.ReadReq_mshr_misses::cpu0.data,1439431,,# number of ReadReq MSHR misses
system.cpu0.dcache.ReadReq_mshr_misses::total,1439431,,# number of ReadReq MSHR misses
system.cpu0.dcache.WriteReq_mshr_misses::cpu0.data,30280,,# number of WriteReq MSHR misses
system.cpu0.dcache.WriteReq_mshr_misses::total,30280,,# number of WriteReq MSHR misses
system.cpu0.dcache.demand_mshr_misses::cpu0.data,1469711,,# number of demand (read+write) MSHR misses
system.cpu0.dcache.demand_mshr_misses::total,1469711,,# number of demand (read+write) MSHR misses
system.cpu0.dcache.overall_mshr_misses::cpu0.data,1469711,,# number of overall MSHR misses
system.cpu0.dcache.overall_mshr_misses::total,1469711,,# number of overall MSHR misses
system.cpu0.dcache.ReadReq_mshr_miss_latency::cpu0.data,66126503000,,# number of ReadReq MSHR miss cycles
system.cpu0.dcache.ReadReq_mshr_miss_latency::total,66126503000,,# number of ReadReq MSHR miss cycles
system.cpu0.dcache.WriteReq_mshr_miss_latency::cpu0.data,2048356000,,# number of WriteReq MSHR miss cycles
system.cpu0.dcache.WriteReq_mshr_miss_latency::total,2048356000,,# number of WriteReq MSHR miss cycles
system.cpu0.dcache.demand_mshr_miss_latency::cpu0.data,68174859000,,# number of demand (read+write) MSHR miss cycles
system.cpu0.dcache.demand_mshr_miss_latency::total,68174859000,,# number of demand (read+write) MSHR miss cycles
system.cpu0.dcache.overall_mshr_miss_latency::cpu0.data,68174859000,,# number of overall MSHR miss cycles
system.cpu0.dcache.overall_mshr_miss_latency::total,68174859000,,# number of overall MSHR miss cycles
system.cpu0.dcache.ReadReq_mshr_miss_rate::cpu0.data,0.000126,,# mshr miss rate for ReadReq accesses
system.cpu0.dcache.ReadReq_mshr_miss_rate::total,0.000126,,# mshr miss rate for ReadReq accesses
system.cpu0.dcache.WriteReq_mshr_miss_rate::cpu0.data,0.000010,,# mshr miss rate for WriteReq accesses
system.cpu0.dcache.WriteReq_mshr_miss_rate::total,0.000010,,# mshr miss rate for WriteReq accesses
system.cpu0.dcache.demand_mshr_miss_rate::cpu0.data,0.000102,,# mshr miss rate for demand accesses
system.cpu0.dcache.demand_mshr_miss_rate::total,0.000102,,# mshr miss rate for demand accesses
system.cpu0.dcache.overall_mshr_miss_rate::cpu0.data,0.000102,,# mshr miss rate for overall accesses
system.cpu0.dcache.overall_mshr_miss_rate::total,0.000102,,# mshr miss rate for overall accesses
system.cpu0.dcache.ReadReq_avg_mshr_miss_latency::cpu0.data,45939.335057,,# average ReadReq mshr miss latency
system.cpu0.dcache.ReadReq_avg_mshr_miss_latency::total,45939.335057,,# average ReadReq mshr miss latency
system.cpu0.dcache.WriteReq_avg_mshr_miss_latency::cpu0.data,67647.159841,,# average WriteReq mshr miss latency
system.cpu0.dcache.WriteReq_avg_mshr_miss_latency::total,67647.159841,,# average WriteReq mshr miss latency
system.cpu0.dcache.demand_avg_mshr_miss_latency::cpu0.data,46386.574640,,# average overall mshr miss latency
system.cpu0.dcache.demand_avg_mshr_miss_latency::total,46386.574640,,# average overall mshr miss latency
system.cpu0.dcache.overall_avg_mshr_miss_latency::cpu0.data,46386.574640,,# average overall mshr miss latency
system.cpu0.dcache.overall_avg_mshr_miss_latency::total,46386.574640,,# average overall mshr miss latency
system.cpu0.dtb_walker_cache.tags.pwrStateResidencyTicks::UNDEFINED,40498736279500,,# Cumulative time (in ticks) in various power states
system.cpu0.dtb_walker_cache.tags.replacements,0,,# number of replacements
system.cpu0.dtb_walker_cache.tags.tagsinuse,0,,# Cycle average of tags in use
system.cpu0.dtb_walker_cache.tags.total_refs,0,,# Total number of references to valid blocks.
system.cpu0.dtb_walker_cache.tags.sampled_refs,0,,# Sample count of references to valid blocks.
system.cpu0.dtb_walker_cache.tags.avg_refs,nan,,# Average number of references to valid blocks.
system.cpu0.dtb_walker_cache.tags.warmup_cycle,0,,# Cycle when the warmup percentage was hit.
system.cpu0.dtb_walker_cache.tags.tag_accesses,0,,# Number of tag accesses
system.cpu0.dtb_walker_cache.tags.data_accesses,0,,# Number of data accesses
system.cpu0.dtb_walker_cache.pwrStateResidencyTicks::UNDEFINED,40498736279500,,# Cumulative time (in ticks) in various power states
system.cpu0.dtb_walker_cache.blocked_cycles::no_mshrs,0,,# number of cycles access was blocked
system.cpu0.dtb_walker_cache.blocked_cycles::no_targets,0,,# number of cycles access was blocked
system.cpu0.dtb_walker_cache.blocked::no_mshrs,0,,# number of cycles access was blocked
system.cpu0.dtb_walker_cache.blocked::no_targets,0,,# number of cycles access was blocked
system.cpu0.dtb_walker_cache.avg_blocked_cycles::no_mshrs,nan,,# average number of cycles each access was blocked
system.cpu0.dtb_walker_cache.avg_blocked_cycles::no_targets,nan,,# average number of cycles each access was blocked
system.cpu0.icache.tags.pwrStateResidencyTicks::UNDEFINED,40498736279500,,# Cumulative time (in ticks) in various power states
system.cpu0.icache.tags.replacements,434,,# number of replacements
system.cpu0.icache.tags.tagsinuse,465.997773,,# Cycle average of tags in use
system.cpu0.icache.tags.total_refs,25995073829,,# Total number of references to valid blocks.
system.cpu0.icache.tags.sampled_refs,907,,# Sample count of references to valid blocks.
system.cpu0.icache.tags.avg_refs,28660500.362734,,# Average number of references to valid blocks.
system.cpu0.icache.tags.warmup_cycle,64500,,# Cycle when the warmup percentage was hit.
system.cpu0.icache.tags.occ_blocks::cpu0.inst,465.997773,,# Average occupied blocks per requestor
system.cpu0.icache.tags.occ_percent::cpu0.inst,0.910152,,# Average percentage of cache occupancy
system.cpu0.icache.tags.occ_percent::total,0.910152,,# Average percentage of cache occupancy
system.cpu0.icache.tags.occ_task_id_blocks::1024,473,,# Occupied blocks per task id
system.cpu0.icache.tags.age_task_id_blocks_1024::0,63,,# Occupied blocks per task id
system.cpu0.icache.tags.age_task_id_blocks_1024::1,7,,# Occupied blocks per task id
system.cpu0.icache.tags.age_task_id_blocks_1024::4,403,,# Occupied blocks per task id
system.cpu0.icache.tags.occ_task_id_percent::1024,0.923828,,# Percentage of cache occupancy per task id
system.cpu0.icache.tags.tag_accesses,51990150379,,# Number of tag accesses
system.cpu0.icache.tags.data_accesses,51990150379,,# Number of data accesses
system.cpu0.icache.pwrStateResidencyTicks::UNDEFINED,40498736279500,,# Cumulative time (in ticks) in various power states
system.cpu0.icache.ReadReq_hits::cpu0.inst,25995073829,,# number of ReadReq hits
system.cpu0.icache.ReadReq_hits::total,25995073829,,# number of ReadReq hits
system.cpu0.icache.demand_hits::cpu0.inst,25995073829,,# number of demand (read+write) hits
system.cpu0.icache.demand_hits::total,25995073829,,# number of demand (read+write) hits
system.cpu0.icache.overall_hits::cpu0.inst,25995073829,,# number of overall hits
system.cpu0.icache.overall_hits::total,25995073829,,# number of overall hits
system.cpu0.icache.ReadReq_misses::cpu0.inst,907,,# number of ReadReq misses
system.cpu0.icache.ReadReq_misses::total,907,,# number of ReadReq misses
system.cpu0.icache.demand_misses::cpu0.inst,907,,# number of demand (read+write) misses
system.cpu0.icache.demand_misses::total,907,,# number of demand (read+write) misses
system.cpu0.icache.overall_misses::cpu0.inst,907,,# number of overall misses
system.cpu0.icache.overall_misses::total,907,,# number of overall misses
system.cpu0.icache.ReadReq_miss_latency::cpu0.inst,59274000,,# number of ReadReq miss cycles
system.cpu0.icache.ReadReq_miss_latency::total,59274000,,# number of ReadReq miss cycles
system.cpu0.icache.demand_miss_latency::cpu0.inst,59274000,,# number of demand (read+write) miss cycles
system.cpu0.icache.demand_miss_latency::total,59274000,,# number of demand (read+write) miss cycles
system.cpu0.icache.overall_miss_latency::cpu0.inst,59274000,,# number of overall miss cycles
system.cpu0.icache.overall_miss_latency::total,59274000,,# number of overall miss cycles
system.cpu0.icache.ReadReq_accesses::cpu0.inst,25995074736,,# number of ReadReq accesses(hits+misses)
system.cpu0.icache.ReadReq_accesses::total,25995074736,,# number of ReadReq accesses(hits+misses)
system.cpu0.icache.demand_accesses::cpu0.inst,25995074736,,# number of demand (read+write) accesses
system.cpu0.icache.demand_accesses::total,25995074736,,# number of demand (read+write) accesses
system.cpu0.icache.overall_accesses::cpu0.inst,25995074736,,# number of overall (read+write) accesses
system.cpu0.icache.overall_accesses::total,25995074736,,# number of overall (read+write) accesses
system.cpu0.icache.ReadReq_miss_rate::cpu0.inst,0.000000,,# miss rate for ReadReq accesses
system.cpu0.icache.ReadReq_miss_rate::total,0.000000,,# miss rate for ReadReq accesses
system.cpu0.icache.demand_miss_rate::cpu0.inst,0.000000,,# miss rate for demand accesses
system.cpu0.icache.demand_miss_rate::total,0.000000,,# miss rate for demand accesses
system.cpu0.icache.overall_miss_rate::cpu0.inst,0.000000,,# miss rate for overall accesses
system.cpu0.icache.overall_miss_rate::total,0.000000,,# miss rate for overall accesses
system.cpu0.icache.ReadReq_avg_miss_latency::cpu0.inst,65351.708931,,# average ReadReq miss latency
system.cpu0.icache.ReadReq_avg_miss_latency::total,65351.708931,,# average ReadReq miss latency
system.cpu0.icache.demand_avg_miss_latency::cpu0.inst,65351.708931,,# average overall miss latency
system.cpu0.icache.demand_avg_miss_latency::total,65351.708931,,# average overall miss latency
system.cpu0.icache.overall_avg_miss_latency::cpu0.inst,65351.708931,,# average overall miss latency
system.cpu0.icache.overall_avg_miss_latency::total,65351.708931,,# average overall miss latency
system.cpu0.icache.blocked_cycles::no_mshrs,0,,# number of cycles access was blocked
system.cpu0.icache.blocked_cycles::no_targets,0,,# number of cycles access was blocked
system.cpu0.icache.blocked::no_mshrs,0,,# number of cycles access was blocked
system.cpu0.icache.blocked::no_targets,0,,# number of cycles access was blocked
system.cpu0.icache.avg_blocked_cycles::no_mshrs,nan,,# average number of cycles each access was blocked
system.cpu0.icache.avg_blocked_cycles::no_targets,nan,,# average number of cycles each access was blocked
system.cpu0.icache.writebacks::writebacks,434,,# number of writebacks
system.cpu0.icache.writebacks::total,434,,# number of writebacks
system.cpu0.icache.ReadReq_mshr_misses::cpu0.inst,907,,# number of ReadReq MSHR misses
system.cpu0.icache.ReadReq_mshr_misses::total,907,,# number of ReadReq MSHR misses
system.cpu0.icache.demand_mshr_misses::cpu0.inst,907,,# number of demand (read+write) MSHR misses
system.cpu0.icache.demand_mshr_misses::total,907,,# number of demand (read+write) MSHR misses
system.cpu0.icache.overall_mshr_misses::cpu0.inst,907,,# number of overall MSHR misses
system.cpu0.icache.overall_mshr_misses::total,907,,# number of overall MSHR misses
system.cpu0.icache.ReadReq_mshr_miss_latency::cpu0.inst,58367000,,# number of ReadReq MSHR miss cycles
system.cpu0.icache.ReadReq_mshr_miss_latency::total,58367000,,# number of ReadReq MSHR miss cycles
system.cpu0.icache.demand_mshr_miss_latency::cpu0.inst,58367000,,# number of demand (read+write) MSHR miss cycles
system.cpu0.icache.demand_mshr_miss_latency::total,58367000,,# number of demand (read+write) MSHR miss cycles
system.cpu0.icache.overall_mshr_miss_latency::cpu0.inst,58367000,,# number of overall MSHR miss cycles
system.cpu0.icache.overall_mshr_miss_latency::total,58367000,,# number of overall MSHR miss cycles
system.cpu0.icache.ReadReq_mshr_miss_rate::cpu0.inst,0.000000,,# mshr miss rate for ReadReq accesses
system.cpu0.icache.ReadReq_mshr_miss_rate::total,0.000000,,# mshr miss rate for ReadReq accesses
system.cpu0.icache.demand_mshr_miss_rate::cpu0.inst,0.000000,,# mshr miss rate for demand accesses
system.cpu0.icache.demand_mshr_miss_rate::total,0.000000,,# mshr miss rate for demand accesses
system.cpu0.icache.overall_mshr_miss_rate::cpu0.inst,0.000000,,# mshr miss rate for overall accesses
system.cpu0.icache.overall_mshr_miss_rate::total,0.000000,,# mshr miss rate for overall accesses
system.cpu0.icache.ReadReq_avg_mshr_miss_latency::cpu0.inst,64351.708931,,# average ReadReq mshr miss latency
system.cpu0.icache.ReadReq_avg_mshr_miss_latency::total,64351.708931,,# average ReadReq mshr miss latency
system.cpu0.icache.demand_avg_mshr_miss_latency::cpu0.inst,64351.708931,,# average overall mshr miss latency
system.cpu0.icache.demand_avg_mshr_miss_latency::total,64351.708931,,# average overall mshr miss latency
